file,n_channels,channel_list
chb16/chb16_11.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_12.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_13.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_14.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_15.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_16.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_17.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb16/chb16_18.edf,22,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8, P8-O2"
chb16/chb16_19.edf,22,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8, P8-O2"
chb18/chb18_01.edf,22,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8, P8-O2"
chb18/chb18_02.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_03.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_04.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_05.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_06.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_07.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_08.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_09.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_10.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_11.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_12.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_13.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_14.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_15.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_16.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_17.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_18.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_19.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_20.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_21.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_22.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_23.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_24.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_25.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_26.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_27.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_28.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_29.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_30.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_31.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_32.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_33.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_34.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_35.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb18/chb18_36.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, .-0, FP1-F3, F3-C3, C3-P3, P3-O1, .-1, FZ-CZ, CZ-PZ, .-2, FP2-F4, F4-C4, C4-P4, P4-O2, .-3, FP2-F8, F8-T8, T8-P8-0, P8-O2, .-4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_01.edf,22,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8, P8-O2"
chb19/chb19_02.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_03.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_04.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_05.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_06.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_07.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_08.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_09.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_10.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_11.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_12.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_13.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_14.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_15.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_16.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_17.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_18.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_19.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
chb19/chb19_20.edf,28,"FP1-F7, F7-T7, T7-P7, P7-O1, --0, FP1-F3, F3-C3, C3-P3, P3-O1, --1, FZ-CZ, CZ-PZ, --2, FP2-F4, F4-C4, C4-P4, P4-O2, --3, FP2-F8, F8-T8, T8-P8-0, P8-O2, --4, P7-T7, T7-FT9, FT9-FT10, FT10-T8, T8-P8-1"
